gene,log2FoldChange,padj
PA4279,1.03723670938722,6.59789675044093e-4
PA4347,-0.932377646347865,6.67705421306038e-4
PA1401,-1.41135581940523,6.71876307717728e-4
PA2352,0.965304337956974,6.89854422625473e-4
PA3985,-1.02901796944204,7.49520609953377e-4
PA2914,1.20553705993127,7.5117033102213e-4
PA1905,-4.07403917067116,7.53241916394488e-4
PA0249,-0.803981008256805,7.64732349502901e-4
PA3260,0.805382209875268,7.64732349502901e-4
PA2202,1.05003826249324,7.65246516021559e-4
PA3903,0.926656088179869,7.65246516021559e-4
PA1598,-1.32776047131392,7.65319195531995e-4
PA0583,0.886857240669913,7.69052951264034e-4
PA0962,-1.32275421106375,7.78553553283387e-4
PA3222,-1.04938927985103,7.88950774973188e-4
PA3603,1.0915002018474,7.9218497891688e-4
PA1808,-0.942072584115776,7.95996276467572e-4
PA1659,-1.54797270990342,7.99216276768734e-4
PA2430,-1.0597961344437,8.18357422040678e-4
PA4496,-0.927659970209535,8.29702614145457e-4
PA5470,1.33169699636548,8.59512763435385e-4
PA4349,-0.890614438834462,8.60309842469375e-4
PA2530,-0.91335428175763,8.61689801728975e-4
PA1851,-1.04649191227843,8.66604309846722e-4
PA3431,1.06020238016509,8.81790886225691e-4
PA0558,-0.916684401876573,8.8513786198149e-4
PA1326,1.15227173341292,8.87164280740099e-4
PA3060,1.59413287726902,8.88086760175214e-4
PA0458,-0.832937262665132,8.97199674940631e-4
PA4428,0.982301776109999,8.97199674940631e-4
PA2015,-1.46355262264859,9.15213751525881e-4
PA0648,1.62236608565795,9.32857164482543e-4
PA4455,0.942480486207887,9.40273184518975e-4
PA4783,0.805146885702377,9.64549307447895e-4
PA0916,0.982876714247285,9.71593115918844e-4
PA1277,1.23087254461123,9.71764401252446e-4
PA3043,-0.827992696601289,9.93860495181502e-4
PA1984,2.14768650787194,0.00103830563180238
PA5546,-0.934993943534091,0.00105453297536973
PA3426,-0.965802170534146,0.0010562065172791
PA0839,1.17034247811355,0.00106906042729577
PA4075,-0.857356904823054,0.00107536221866194
PA1370,-0.947122707297464,0.00109068273772373
PA0266,0.817912507614975,0.00109566037241036
PA0180,-0.859675717518444,0.00111090576964869
PA1675,1.02112053143601,0.00111359320854487
PA1896,-0.822908715490759,0.00113362398457865
PA1164,0.880623415836467,0.00113615329854418
PA3423,-0.821713236879392,0.00114305107380118
PA0744,-0.958038786774309,0.00114704201193831
PA2586,0.806664802921404,0.00114994824951546
PA1150,1.33832734300908,0.00116249955965225
PA4317,0.935770740345629,0.00116747484940321
PA1252,-0.958453549750111,0.00117313084519712
PA1820,-0.809779678213528,0.00117442375219705
PA0063,-0.860054483970598,0.00117885422400311
PA2749,1.96307360937659,0.00118374134988574
PA3611,1.09051363313124,0.00118676583097942
PA3688,-1.11964558428823,0.00120162801418759
PA4526,-0.958038016107725,0.0012337171603124101
PA2590,0.995522240219539,0.00125229350329285
PA1515,-1.09287267693809,0.00125749895137044
PA0846,-0.878817776999628,0.00125753279287929
PA2070,1.21407207827935,0.00125771509695093
PA2250,-1.01689537539571,0.00125771509695093
PA0506,1.21117480887698,0.00131062136091439
PA1966,1.24740292623211,0.00131453288798323
PA1343,0.920909097931335,0.00132696201151473
PA2104,-0.853759449700862,0.00132727420745681
PA1734,-1.20113180206964,0.00135698452229602
PA2913,1.08459964137705,0.00135732852869319
PA5408,-1.12251058675615,0.00135732852869319
PA5251,0.809678629735988,0.00136247417717234
PA1695,1.38425250935399,0.0013626288777233
PA2353,-0.897264404172855,0.0013711335251635
PA0284,0.937306677924316,0.00140501781343765
PA3882,-0.93431142053057,0.00141014918751659
PA4984,-0.821810558476916,0.00144170637990925
PA1875,-1.07861655847352,0.00144417210502194
PA3095,-1.24526892681995,0.00144568330112682
PA1977,2.28359635268263,0.00147234867391058
PA1337,-0.812753972676778,0.00147950580803992
PA5318,-1.03408370578756,0.00148312044121644
PA4294,-1.7731640759552,0.00151665865570018
PA2229,-0.855244028581561,0.00153641069114756
PA4041,-1.02524807258677,0.00157146666823359
PA4817,1.3671304056436,0.00160345776487633
PA0195.1,-0.907822123408463,0.0016088383031111
PA0479,-1.01173035454529,0.00161385953905441
PA0768,1.11510260981874,0.00163741823417167
PA0343,-0.848084157258868,0.00164274841331891
PA3718,1.23245233632102,0.00168693431109819
PA0339,-1.02800203902849,0.00175181184719054
PA4045,0.8930531871386,0.00175259926063202
PA0541,0.896978722981356,0.00176272675641029
PA1755,0.87510002958316,0.00176273211074509
PA1638,0.890524058120264,0.00177653288242426
PA4915,-0.959811566416756,0.00179565106288459
PA2710,-0.967307685512457,0.00181207073717846
PA4303,-1.28221166350393,0.00188068688232025
PA0529,0.909424856559279,0.00191905923924343
PA2067,-1.50885783054175,0.00198649484353839
PA0340,0.848646154628632,0.00198754862455263
PA1469,-0.833213107380387,0.00199816111274165
PA1531,-1.67693065625558,0.00200274388797794
PA4712,1.02569090864664,0.00200638580837927
PA5526,0.932370445295281,0.00201264902047893
PA1676,0.823270664779293,0.00206803781507029
PA4143,-1.20048251279293,0.00207100186185469
PA0869,0.881772619487179,0.00208296609871103
PA1220,-1.62229425011606,0.00211685366736762
PA0988,-0.85672837434883,0.00215263646033192
PA2773,0.956329442512119,0.00222326083405227
PA3860,-0.912814391463586,0.00222326083405227
PA4302,-1.37528327783928,0.00222677681292331
PA0269,-1.13247602677684,0.00223461387853213
PA2045,0.916880986838356,0.00234511157436693
PA3739,-0.923442682299712,0.00237254552891312
PA1729,-0.824699272386339,0.00237990329417843
PA1666,-1.1101121891355,0.00242250088244916
PA1658,-1.07897024552337,0.00247603165533592
PA1556,-1.18272131306353,0.0026064921041792
PA0073,1.22418167723238,0.00266493028533047
PA3854,0.988588413447998,0.00267953574498815
PA4280,1.13290110689009,0.00268071492422979
PA2438,-1.19947238709579,0.0026992960577393
PA4297,-0.977733191620441,0.0026992960577393
PA0762,0.911450160420973,0.00271058107751652
PA2905,1.31558145825398,0.00271820832481287
PA4361,-0.804460582122077,0.00274248595529493
PA0175,-1.1041192352929,0.00277524586897807
PA1203,-0.991106594808895,0.00283755502509871
PA4913,-0.866859878540691,0.00283872135168665
PA1383,-0.822529324061656,0.0028620745478351
PA1701,1.27541892533503,0.00320496053443256
PA0676,0.968184565784542,0.00320968409070869
PA1930,-0.99398856257735,0.00327338779608307
PA1276,1.17541925850679,0.0032946127038713602
PA1573,-0.920643232806839,0.00333969325132828
PA4026,-1.05527484951599,0.00353051313098575
PA5297,1.01644648349151,0.00361836425523994
PA3283,1.12515319147652,0.00366939434615212
PA2243,1.1721746397823,0.00369452656605032
PA2248,-1.1874013992734,0.00371774054710724
PA2308,0.853707881098077,0.00382659955315936
PA3678,0.855232183571532,0.0038458275103139
PA3570,1.00744559146255,0.00386143659897243
PA5124,0.811123359073415,0.00386143659897243
PA3965,1.10615318311335,0.00386577946378161
PA1980,2.03047899313116,0.00389782903583168
PA4168,0.938822639059193,0.00400997487309641
PA1471,0.959203128994501,0.00404757034735187
PA1571,-1.21063075246459,0.0040623327851696
PA0868,-0.8544033906585,0.0041704411150662
PA1145,-0.835387213744586,0.00425244277434553
PA2564,-1.01469595843199,0.00428596922372012
PA2309,0.845327261799173,0.00433881928001761
PA4654,1.00295330466055,0.00433881928001761
PA0827,-0.966288282443502,0.00434992385756774
PA1570,-0.824495334137131,0.00440709328599468
PA1983,2.48640440914011,0.00442317708211512
PA1665,-0.981666705267168,0.00444291930024058
PA0231,-1.00265305451106,0.00445579213846416
PA1278,1.03308806846163,0.00445579213846416
PA4574,0.919231125180896,0.00445579213846416
PA4976,-0.836603706139002,0.00449102658642689
PA0310,0.997341230829185,0.00451702378104527
PA1279,0.991806244529937,0.00452394247617784
PA1372,-0.936313183711055,0.00452696637705175
PA2455,1.02321537727591,0.00456696128820677
PA4355,0.949197315077806,0.00461007047975406
PA3446,0.856879880300209,0.00469272726222125
PA3899,0.949490180376658,0.00477571341046928
PA1877,-1.27772342372163,0.00478258750264961
PA1241,0.801681182468784,0.00480926679564997
PA0038,-1.00243414688042,0.00484588017045222
PA0518,-1.16865586285008,0.00484588017045222
PA1699,1.5841365072921,0.00500656301319793
PA5409,-0.888176475175525,0.00508194742146315
PA5059,-1.24584878579558,0.00513186528905506
PA2535,-1.04137065159796,0.0051571685372461
PA0034,0.933725081415828,0.00524146242401017
PA1657,-0.987883435565718,0.00527701561392184
PA2685,0.868552020196209,0.00530671520606809
PA1694,1.14577158130695,0.00535306801869328
PA1501,-1.74412466008478,0.00538696023394013
PA2120,-1.61221558103953,0.00538696023394013
PA3897,0.857417726458722,0.00538696023394013
PA0820,-0.801937357631154,0.0054748735151671
PA0872,-1.07743933833529,0.005503537498985
PA1935,-1.02626221629235,0.0055262775066889
PA0483,-1.02916437794769,0.00568127610358907
PA4453,1.3236615501985,0.00571807082213612
PA2409,1.09996044671831,0.00572552220619601
PA2453,1.0643577635994,0.00575563190451503
PA0911,1.3232024750498,0.00576990634913253
PA0714,1.54605553836144,0.00580067467626698
PA2014,-1.19713014216487,0.00592401273206598
PA2374,-1.19997034594881,0.00593452366705583
PA0118,-1.14413433210501,0.00595682823296581
PA0924,0.901271538750072,0.00598106504216672
PA1889,0.954074805747563,0.00598121806235963
PA5494,0.808490038133158,0.0059904425318979
PA3959,1.13056464459334,0.00599724668544969
PA4859,1.73365996522841,0.00605708604804777
PA1212,-1.61124821812894,0.0061049925804951
PA2249,-1.0353545513976,0.00612063929094864
PA2177,-0.901161051991417,0.00623531759901945
PA5212,1.11121227019173,0.00629031378996739
PA1867,1.42448231589223,0.0064057824601711
PA0106,-1.05416631236488,0.0065046823665936
PA1892,-0.813777427536206,0.00655578558587744
PA2918,-1.11609608874456,0.00664606045649516
PA4878,1.23582371949589,0.00664757844529828
PA2226,-1.19566609340109,0.00678666161888041
PA2102,-1.33243247282159,0.00680803463983571
PA2013,-1.46038503557245,0.00701046899061732
PA2844,-0.807687152557895,0.00708748525211799
PA0937,0.885895820352163,0.0071448229009255
PA3238,-0.901198098786876,0.00728439972239671
PA0866,0.960806017999301,0.00730113315684967
PA1844,1.04284128323024,0.00732184531996071
PA5304,0.837390002367672,0.00771624943813908
PA4914,-0.913415560132051,0.00780586886532071
PA3416,-1.30261904262019,0.00783710971078262
PA4555,-0.891559705643112,0.00783710971078262
PA1723,0.894383191535288,0.00784661912736793
PA4067,-0.984865611504331,0.007867041815017
PA4710,0.970113578706192,0.00792465703983899
PA3089,-1.07139848013642,0.00804049665473848
PA0398,-0.803363398433844,0.00807560773595715
PA4502,-0.82021014582174,0.00831349279372796
PA2361,-0.853186066871705,0.00836329743158381
PA3458,-1.1812715208127,0.00843936767686425
PA2502,0.806569507319137,0.00857175828355879
PA4535,-0.838426311802164,0.00869306176867072
PA4293,-0.882224300198393,0.00869316715840135
PA1478,0.991835538388768,0.00878628301566886
PA0062,1.07728095241603,0.00878796973984649
PA1663,-0.85901166066152,0.00883532239996391
PA4648,-1.47738093679794,0.00890188441295946
PA5183.1,1.10840995419204,0.00891287564768263
PA4885,0.946673656411425,0.00899175164461209
PA0523,1.40905089307181,0.009265142573041
PA3931,0.850111681255569,0.00943191202826948
PA2190,-1.29874829638396,0.00951390793735805
PA2227,-0.801573794822932,0.00951390793735805
PA3058,1.21201301707207,0.00979852305977037
PA0745,-0.861892749735133,0.0099584300489958
PA1033,-0.810061832122394,0.0100628218544794
PA0151,0.829207086625861,0.0101299006416767
PA3885,1.11798392600719,0.0101846444666946
PA5205,-0.922273100116381,0.0104027787851579
PA3311,-0.915136843586316,0.0104427262738606
PA4212,-2.69572295954381,0.010480913981762
PA4102,-0.827443176642081,0.0104927572084124
PA1170,0.846581010300853,0.0105357879399862
PA1959,0.815779413052767,0.0106939383499513
PA1757,0.942518546307762,0.0107910609972411
PA4358,-0.909939299904933,0.0108587672528503
PA2980,0.800187740198225,0.0109464019957027
PA2364,-0.89401703072094,0.0109468429642323
PA2896,0.80182383887341,0.0110396106793966
PA2869,0.971836849959052,0.0111348679203251
PA1316,-0.957300702867049,0.0112402160012592
PA5315,0.844623057874662,0.0112411164049614
PA1371,-0.848828403698186,0.0115022677869001
PA1541,3.43968997677025,0.0115372457279685
PA3016,0.972984588526857,0.0115372457279685
PA0120,-0.804679389125893,0.0116501544816755
PA3709,1.22261523860781,0.01194685361897
PA0507,-0.846449448426309,0.0119540202889568
PA1555.1,-1.3043709263423,0.0124516351698943
PA1169,-1.02424332028139,0.0124892044512088
PA0713,2.55542738703542,0.0125892455171489
PA1725,0.879154929109938,0.0125892455171489
PA2552,-0.82945812360769,0.012671502458559
PA0610,0.84609780715766,0.0127544186499901
PA1826,-0.816244671239482,0.0127910959007459
PA1213,-1.40752889345774,0.0130859042520708
PA0516,-0.903844139155662,0.0131741475263895
PA1028,-0.874986468087684,0.0132583196922507
PA1221,-1.26231032728862,0.0134891830217492
PA0908,1.64238541291132,0.0135132916575466
PA3953,-1.11420971773736,0.0135132916575466
PA4875,-0.842770568575831,0.0136905601086834
PA0921,1.24982682648133,0.0137867626548478
PA3361,-1.07788613427942,0.0137884065441247
PA1167,-0.854466275951866,0.0146087778220577
PA0865,-1.11824867601485,0.0146844632854444
PA3510,-1.63534936095024,0.0146908953539276
PA2563,1.01610632581752,0.0146947855495475
PA0936,0.806324695727667,0.0147664833631908
PA1038,-1.05639883915301,0.0148017967130462
PA0798,-0.889186522545799,0.0149396824918501
PA1027,-0.910881914182924,0.0150836765240872
PA0166,1.51572544850021,0.0153446055094913
PA0991,-1.05268907951044,0.0155523273968828
PA0149,0.863784517310023,0.0155541446110435
PA3439,-0.855584120018041,0.0157044430541126
PA0107,-1.29564681770235,0.0158156657933173
PA1885,-1.11716442111159,0.0161315996691301
PA4563,0.895879812244225,0.0161412397530392
PA3425,-1.57013796501098,0.0164794273083921
PA3613,-0.911349764657796,0.0165678161061544
PA0922,0.828171565253153,0.01712848086465
PA4867,-0.843311938523472,0.0173809527911391
PA0510,-1.20129497339183,0.018199366137566
PA2003,-0.80835302794249,0.018199366137566
PA1897,-0.923775381592798,0.0183200219141883
PA4346,-1.13017820617787,0.0184347393024322
PA1052,0.820775484142887,0.0185066747333113
PA2012,-0.847429241854292,0.0185868361044356
PA1973,-0.927693638416299,0.0187432397179336
PA1717,0.883065186385407,0.0189192644135642
PA1348,-0.857636673815985,0.0189198750135717
PA3893,1.10923607699946,0.0189243297374356
PA5341,0.956297534295046,0.0191255711477091
PA4025,-0.862898811821341,0.019143252484281
PA0511,-1.07118308463137,0.0191759914751942
PA2057,1.05185921242741,0.0192917413237234
PA2046,1.66832047116694,0.0193067685311157
PA1358,-0.812105777347119,0.0193849565771494
PA5446,0.982918993299369,0.0198343112184042
PA4315,-0.948016837341668,0.0203203250234003
PA1882,1.30715268537486,0.0203277895029256
PA4760,0.811696286137328,0.0206354350543451
PA1981,2.02193279668882,0.0207714312915526
PA3209,0.961054671789405,0.0208153992398621
PA1707,0.930676169793523,0.0212743755209224
PA4838,-1.04758938586949,0.0228751152282987
PA1661,-0.877588062274414,0.0231039093618172
PA2456,0.930489308244514,0.0231080824476653
PA1172,-1.33947746787508,0.0234640808264725
PA3387,0.877628863882423,0.023722361795691
PA4352,-0.884888258914082,0.025030945253541
PA4328,-0.855782985962164,0.0252705115578932
PA3053,-0.886881128898683,0.0252883308135414
PA5094,-0.831664259259134,0.0263318915800778
PA0800,0.823457513972296,0.0263580553167037
PA0108,-1.06456817560062,0.0269389791916707
PA1175,-1.03430761250493,0.0271184491499538
PA2862,-0.825575263889528,0.0271184491499538
PA1656,-0.803966104339362,0.0273774280717764
PA4925,-0.906758375321138,0.0276040072003649
PA1603,0.84396664336854,0.0276187659295869
PA2283,1.16274892196805,0.0287356464633353
PA4300,-1.2478345120691,0.028806356277406
PA1705,1.21487248003222,0.0290195479450584
PA4861,1.16187012162783,0.0290195479450584
PA2375,-1.09783549872285,0.0295949521066544
PA1863,0.958852751120887,0.0297858871509492
PA2655,0.861414526977091,0.0300386643482095
PA2031,-0.970646878550479,0.030192532643083
PA3421,-0.816673170922222,0.0302757263431343
PA4062,-0.810762158272975,0.0304079902243614
PA3392,-0.917472894811239,0.0307261440202576
PA2912,1.14784891341286,0.0308888007302434
PA5381,-0.830169497720499,0.0308888007302434
PA2407,0.864490183380262,0.0312646963072891
PA1700,1.04029603885074,0.0313690593480646
PA3136,0.990886207247276,0.0313690593480646
PA1189,0.99211214908825,0.0321822736411354
PA1691,1.46483515123631,0.0321825212970184
PA4824,1.45382708888933,0.0321825212970184
PA4357,-0.99301617498912,0.0322201048085615
PA4311,-0.906093768024498,0.0323698695132139
PA3866,1.06812887401435,0.0328374293256768
PA5475,-1.01514162585862,0.0343235508400135
PA2847,0.979100448972135,0.0343347784087746
PA3909,-0.925342607600843,0.0360630041164649
PA1670,-0.926171203140007,0.0362952743005135
PA0447,-0.878458917184367,0.0365667125937116
PA5395,-1.34942660150059,0.036848095453501
PA4090,-0.93634334935947106,0.0371494304993824
PA0223,-1.1703908322403,0.037774181987354
PA0826,-1.28592847045671,0.0381448258969196
PA3152,1.14363637967982,0.0381575466785468
PA0957,-0.845337839705567,0.0383822400935256
PA0914,0.966689019075114,0.0387779331169648
PA2058,1.28752772165438,0.0388159008785865
PA1976,1.19622794193446,0.0398392276717496
PA2434,-0.875270091172442,0.0408161502452477
PA0049,1.73209839702919,0.0419720701598187
PA0094,0.810134171252941,0.0437351437703566
PA2101,-1.06824517989706,0.0437589348726449
PA1518,-1.02846993686499,0.0440617562761282
PA2360,-0.954572421134211,0.0444047772112848
PA2153,-1.01648521823648,0.0445952598147981
PA2664,-0.970362757480574,0.0462173641522141
PA3289,-0.801783241206415,0.0464610164496344
PA1254,1.33315537108786,0.048241997268664
PA1387,-0.862570456959818,0.0488376115825229
PA2033,-0.849224156171307,0.0494345957718455
PA2166,-1.19197777389955,0.0495713844125594
